individual_scores_id	overall_results_id	movement_id	Coefficient	Score	Points	Comment
104200301	1	04200301	1	7	7	straight
104200302	1	04200302	1	6	6	quick
104200303	1	04200303	1	6	6	slight bracing
104200304	1	04200304	1	7	7	forward balanced
104200305	1	04200305	1	7	7	NA
104200306	1	04200306	1	7	7	NA
104200307	1	04200307	1	6	6	neck short
104200308	1	04200308	2	7	14	elastic stretch march
104200309	1	04200309	1	4	4	broke
104200310	1	04200310	1	7	7	prompt
104200311	1	04200311	1	7	7	smooth
104200312	1	04200312	1	7	7	NA
104200313	1	04200313	1	6	6	slight loss of balance
104200314	1	04200314	2	7	14	active well stretched
104200315	1	04200315	1	7	7	NA
104200316	1	04200316	1	6	6	smooth turn clear bend not square or straight
211200301	2	11200301	1	7	7	Straight and square
211200302	2	11200302	1	6	6	Needs more impulsion, smooth on turn, not tracking up
211200303	2	11200303	1	6	6	Slight counterflex, not tracking up
211200304	2	11200304	1	6	6	Show more
211200305	2	11200305	2	6	12	Slight distract at I but fairly smooth
211200306	2	11200306	1	7	7	Smooth
211200307	2	11200307	2	8	16	Very elastic active marching 
211200308	2	11200308	1	7	7	Prompt
211200309	2	11200309	1	7	7	Quite smooth well balanced more engagement
211200310	2	11200310	1	8	8	NA
211200311	2	11200311	1	7	7	Slightly large
211200312	2	11200312	1	6	6	Could be more engaged
211200313	2	11200313	1	7	7	Smooth and straight, slightly low in poll, shortened
211200314	2	11200314	1	6	6	Needs to show more length and uphill
211200315	2	11200315	2	7	14	Avoid bouncing rein
211200316	2	11200316	1	6	6	Show clearer bend on turns, walked into halt
303200301	3	03200301	1	7	7	straight entry moment of inattention
303200302	3	03200302	1	7	7	well between aids
303200303	3	03200303	1	7	7	NA
303200304	3	03200304	1	6	6	a little tension over topline
303200305	3	03200305	1	7	7	fluid
303200306	3	03200306	1	7	7	NA
303200307	3	03200307	1	7	7	well performed
303200308	3	03200308	2	8	16	supple
303200309	3	03200309	1	5	5	tense, losing rhythm at beginning
303200310	3	03200310	1	7	7	NA
303200311	3	03200311	1	7	7	balanced
303200312	3	03200312	1	7	7	NA
303200313	3	03200313	2	6	12	slow to develop
303200314	3	03200314	1	7	7	NA
404200301	4	04200301	1	7	7	straight, nicely between aids
404200302	4	04200302	1	6	6	could be more forward and steady out to contact
404200303	4	04200303	1	6	6	prompt, more from behind
404200304	4	04200304	1	7	7	well balanced and well bent
404200305	4	04200305	1	7	7	NA
404200306	4	04200306	1	7	7	NA
404200307	4	04200307	1	7	7	NA
404200308	4	04200308	2	8	16	elastic stretching, some slight tension in medium walk
404200309	4	04200309	1	6	6	NA
404200310	4	04200310	1	7	7	fluid
404200311	4	04200311	1	7	7	could be more energetic
404200312	4	04200312	1	7	7	well balanced
404200313	4	04200313	1	7	7	NA
404200314	4	04200314	2	7	14	NA
404200315	4	04200315	1	6	6	slight resistence to contact
404200316	4	04200316	1	7	7	NA
511200301	5	11200301	1	5	5	running through reins, resist halt, past X
511200302	5	11200302	1	6	6	a little overflexed in half circle staying nicely forward
511200303	5	11200303	1	6	6	correct but a little bit inactive
511200304	5	11200304	1	7	7	develops elastic strides
511200305	5	11200305	2	7	14	fairly supple bending rein aids a little jerky
511200306	5	11200306	1	7	7	NA
511200307	5	11200307	2	7	14	overdriven, changing rhythm in free walk, lively in medium
511200308	5	11200308	1	8	8	nicely uphill
511200309	5	11200309	1	7	7	NA
511200310	5	11200310	1	7	7	NA
511200311	5	11200311	1	7	7	NA
511200312	5	11200312	1	7	7	a little large and frame gets long at times
511200313	5	11200313	1	7	7	NA
511200314	5	11200314	1	7	7	NA
511200315	5	11200315	2	7	14	NA
511200316	5	11200316	1	6	6	a little low in front on turn, at X walking into halt
612200301	6	12200301	1	7	7	Straight but wasn't necessary to correct in first halt
612200302	6	12200302	1	7	7	Fairly supple bend
612200303	6	12200303	1	7	7	Popping right shoulder
612200304	6	12200304	1	7	7	NA
612200305	6	12200305	1	7	7	NA
612200306	6	12200306	1	7	7	Slightly drifting off track but clear ground cover
612200307	6	12200307	1	6	6	not very clear
612200308	6	12200308	1	7	7	NA
612200309	6	12200309	2	7	14	down transition to be more clear
612200310	6	12200310	1	6	6	not quite square front or back
612200311	6	12200311	2	7	14	good energy in walk
612200312	6	12200312	1	7	7	NA
612200313	6	12200313	1	7	7	prompt transition stride could be more active
612200314	6	12200314	2	7	14	could be more supple over topline but fairly good stretch
612200315	6	12200315	1	6	6	alignment to be more steady popping right shoulder
612200316	6	12200316	1	7	7	NA
612200317	6	12200317	1	7	7	NA
612200318	6	12200318	1	7	7	NA
612200319	6	12200319	1	5	5	losing some rhythm
612200320	6	12200320	1	7	7	carriage to stay more upright
612200321	6	12200321	2	6	12	tempo quickens, a little earthbound
612200322	6	12200322	1	6	6	walked forward but out of halt
711200301	7	11200301	1	6	6	shoulder left
711200302	7	11200302	1	6	6	needs better bending
711200303	7	11200303	1	6	6	a little big better bending
711200304	7	11200304	1	6	6	unsteady connection needs more difference
711200305	7	11200305	2	6	12	behind vertical needs better bending
711200306	7	11200306	1	7	7	slight bracing but active walk
711200307	7	11200307	2	6	12	trots lovely walk
711200308	7	11200308	1	7	7	forward transition  
711200309	7	11200309	1	8	8	nicely balaned
711200310	7	11200310	1	7	7	stayed straight and forward
711200311	7	11200311	1	7	7	balanced
711200312	7	11200312	1	7	7	slight haunches in
711200313	7	11200313	1	7	7	straight and forward
711200314	7	11200314	1	7	7	better effort
711200315	7	11200315	2	6	12	needs to stretch deeper
711200316	7	11200316	1	6	6	not square
811200301	8	11200301	1	7	7	active, against hand, not square
811200302	8	11200302	1	7	7	good activity watch length of neck
811200303	8	11200303	1	6	6	tempo changes tilting gets downhill
811200304	8	11200304	1	5	5	some push gets downhill unlevel
811200305	8	11200305	2	8	16	fairly acive clear changes of bend short neck
811200306	8	11200306	1	7	7	fairly active
811200307	8	11200307	2	4	8	broke losing energy
811200308	8	11200308	1	6	6	needs push
811200309	8	11200309	1	8	8	steps under fairly well nice energy
811200310	8	11200310	1	6	6	against hand losing balance
811200311	8	11200311	1	7	7	watch straightness
811200312	8	11200312	1	6	6	not as active or balanced twisting neck
811200313	8	11200313	1	7	7	uphill fairly active until trot
811200314	8	11200314	1	6	6	minimal push downhill balance
811200315	8	11200315	2	6	12	needs clearer forward stretch
811200316	8	11200316	1	5	5	tilts on turns against hand not square
901200301	9	01200301	1	6	6	not well balanced
901200302	9	01200302	1	8	8	NA
901200303	9	01200303	1	6	6	falls into canter
901200304	9	01200304	1	7	7	NA
901200305	9	01200305	1	7	7	smooth, obedient
901200306	9	01200306	1	6	6	transition forward short in neck
901200307	9	01200307	2	8	16	good rhythm
901200308	9	01200308	1	7	7	NA
901200309	9	01200309	1	7	7	very steady 
901200310	9	01200310	1	6	6	a bit abrupt
901200311	9	01200311	1	7	7	good figure ground covering
901200312	9	01200312	1	7	7	NA
901200313	9	01200313	1	7	7	NA
1001200301	10	01200301	1	6	6	pulled into halt
1001200302	10	01200302	1	6	6	leaning
1001200303	10	01200303	1	7	7	NA
1001200304	10	01200304	1	7	7	NA
1001200305	10	01200305	1	6	6	lacks self carriage
1001200306	10	01200306	1	6	6	hesitant
1001200307	10	01200307	2	8	16	nice overstep good forward feeling
1001200308	10	01200308	1	7	7	NA
1001200309	10	01200309	1	6	6	could be more free
1001200310	10	01200310	1	7	7	NA
1001200311	10	01200311	1	6	6	loses self carriage
1001200312	10	01200312	1	6	6	leaning
1001200313	10	01200313	1	6	6	left hind out
1114200301	11	14200301	1	6	6	fairly straight entry rebalancing in halt weak x to c
1114200302	11	14200302	1	6	6	some push short in front
1114200303	11	14200303	1	7	7	needs clearer bend good energy
1114200304	11	14200304	2	5	10	short neck uneven steps behind
1114200305	11	14200305	1	5	5	some push some loss of balance and bracing
1114200306	11	14200306	1	7	7	correct size fairly active
1114200307	11	14200307	2	6	12	starts with resistance improves
1114200308	11	14200308	2	5	10	very minimal
1114200309	11	14200309	1	6	6	against hand abrupt
1114200310	11	14200310	2	6	12	clear swing needs better stretch and clearer transition
1114200311	11	14200311	1	6	6	uphill trot against hand in canter
1114200312	11	14200312	1	7	7	steps under fairly well
1114200313	11	14200313	1	7	7	some push allow more length of frame
1114200314	11	14200314	1	5	5	barely visable
1114200315	11	14200315	2	8	16	nice energy
1114200316	11	14200316	1	7	7	reduce trot steps and tempo change
1114200317	11	14200317	1	8	8	slight bracing good size
1114200318	11	14200318	1	6	6	quick this time, restricted
1114200319	11	14200319	1	5	5	not clear
1114200320	11	14200320	2	6	12	losing some balance
1114200321	11	14200321	1	8	8	uphill canter to active transition
1114200322	11	14200322	1	8	8	stutters to square nice energy
1214200301	12	14200301	1	6	6	not square  
1214200302	12	14200302	1	6	6	needs more difference
1214200303	12	14200303	1	7	7	behind vertical but active
1214200304	12	14200304	2	7	14	a little too much neck left
1214200305	12	14200305	1	6	6	good start but fades
1214200306	12	14200306	1	7	7	behidn vertical but balanced
1214200307	12	14200307	2	7	14	loses some forward
1214200308	12	14200308	2	6	12	could stretch deeper
1214200309	12	14200309	1	6	6	slight bracing
1214200310	12	14200310	2	6	12	active could stretch better down
1214200311	12	14200311	1	6	6	slightly above reins
1214200312	12	14200312	1	7	7	nicely balanced
1214200313	12	14200313	1	7	7	stays straight
1214200314	12	14200314	1	7	7	balanced
1214200315	12	14200315	2	7	14	nicely balanced
1214200316	12	14200316	1	8	8	stays straight
1214200317	12	14200317	1	7	7	balanced
1214200318	12	14200318	1	8	8	good effort
1214200319	12	14200319	1	8	8	well done
1214200320	12	14200320	2	8	16	good geometry
1214200321	12	14200321	1	7	7	stays straight
1214200322	12	14200322	1	6	6	not straight
1302200301	13	02200301	1	6	6	active entry unbalanced halt
1302200302	13	02200302	1	8	8	tight in neck but good size and energy
1302200303	13	02200303	1	8	8	fussy a bit with hand at end good energy
1302200304	13	02200304	1	6	6	against hand should sit more
1302200305	13	02200305	2	8	16	develops good uphill push
1302200306	13	02200306	1	9	9	active
1302200307	13	02200307	1	7	7	against hand but good activity
1302200308	13	02200308	2	8	16	rough turn to start needs clear direction great overstep
1302200309	13	02200309	1	8	8	NA
1302200310	13	02200310	1	7	7	tight in neck a bit downhill good activity
1302200311	13	02200311	1	8	8	watch balance on turn needs poll up but very good energy
1302200312	13	02200312	1	6	6	against hand
1302200313	13	02200313	2	6	12	some push some loss of balance
1302200314	13	02200314	1	8	8	active a bit downhill
1302200315	13	02200315	1	6	6	eventually settles
1402200301	14	02200301	1	6	6	braces, not quite at x
1402200302	14	02200302	1	7	7	forward and stretched egg shaped circle
1402200303	14	02200303	1	7	7	fluid
1402200304	14	02200304	1	7	7	fluid
1402200305	14	02200305	2	6	12	nicely balanced but egg shaped circle
1402200306	14	02200306	1	7	7	NA
1402200307	14	02200307	1	6	6	forward transition slightly bracing
1402200308	14	02200308	2	7	14	could stretch deeper but marched
1402200309	14	02200309	1	7	7	NA
1402200310	14	02200310	1	7	7	needs rounder shape
1402200311	14	02200311	1	7	7	stretched and forward
1402200312	14	02200312	1	6	6	slightly bracing
1402200313	14	02200313	2	6	12	drifts left
1402200314	14	02200314	1	7	7	fluid
1402200315	14	02200315	1	6	6	not square slight bracing not at X
1503200301	15	03200301	1	7	7	nice entry, slightly on forehand loss of balance into halt
1503200302	15	03200302	1	6	6	behind vertical, needs bend in throat latch
1503200303	15	03200303	1	6	6	ditto
1503200304	15	03200304	1	6	6	slightly hesitant
1503200305	15	03200305	1	6	6	needs bend and balance
1503200306	15	03200306	1	6	6	gets behind vertical and on forehand in transition
1503200307	15	03200307	1	6	6	abrupt and slightly behind vertical
1503200308	15	03200308	2	7	14	goood strides, hangs neck, should stretch better
1503200309	15	03200309	1	7	7	NA
1503200310	15	03200310	1	6	6	needs better connection
1503200311	15	03200311	1	6	6	fairly good rhythm, needs better stretch and bend
1503200312	15	03200312	1	6	6	fairly good transition, behind vertical on forehand on diagonal
1503200313	15	03200313	2	5	10	very conservative stretch little difference
1503200314	15	03200314	1	6	6	on forehand and against rein in transition
1603200301	16	03200301	1	8	8	straight
1603200302	16	03200302	1	8	8	could move more forward
1603200303	16	03200303	1	8	8	good geometry could move more forward
1603200304	16	03200304	1	7	7	against hand in transition
1603200305	16	03200305	1	8	8	well balanced and good acceptance of contact
1603200306	16	03200306	1	8	8	could be more supple in connection but well executed
1603200307	16	03200307	1	10	10	NA
1603200308	16	03200308	2	8	16	need tos tretch more down good relaxation and reach
1603200309	16	03200309	1	8	8	NA
1603200310	16	03200310	1	7	7	NA
1603200311	16	03200311	1	8	8	NA
1603200312	16	03200312	1	8	8	very smooth
1603200313	16	03200313	2	5	10	needs to stretch more down not enough difference
1603200314	16	03200314	1	8	8	very straight
1713200301	17	13200301	1	7	7	NA
1713200302	17	13200302	1	7	7	good balance
1713200303	17	13200303	1	7	7	correct bend 
1713200304	17	13200304	2	6	12	NA
1713200305	17	13200305	1	7	7	good effort
1713200306	17	13200306	1	7	7	NA
1713200307	17	13200307	2	5	10	overbent gets large
1713200308	17	13200308	1	6	6	NA
1713200309	17	13200309	1	6	6	good adjustment
1713200310	17	13200310	1	6	6	NA
1713200311	17	13200311	2	6	12	stretch topline
1713200312	17	13200312	1	7	7	NA
1713200313	17	13200313	1	7	7	NA
1713200314	17	13200314	1	7	7	good rhythm
1713200315	17	13200315	1	7	7	NA
1713200316	17	13200316	1	6	6	some difference
1713200317	17	13200317	1	6	6	not centered
1713200318	17	13200318	1	7	7	good rhythm
1713200319	17	13200319	1	7	7	responsive
1713200320	17	13200320	1	5	5	needs difference
1713200321	17	13200321	1	6	6	NA
1713200322	17	13200322	2	6	12	good start not continued
1713200323	17	13200323	1	6	6	straight not square
1813200301	18	13200301	1	7	7	easy transition
1813200302	18	13200302	1	7	7	NA
1813200303	18	13200303	1	7	7	nice bend change
1813200304	18	13200304	2	6	12	starts early, more crossover
1813200305	18	13200305	1	6	6	energetic, lacks freedom
1813200306	18	13200306	1	7	7	NA
1813200307	18	13200307	2	6	12	slight loss of shoulder
1813200308	18	13200308	1	6	6	conservative
1813200309	18	13200309	1	6	6	late to square front
1813200310	18	13200310	1	6	6	unsteady contact
1813200311	18	13200311	2	7	14	nice overstep
1813200312	18	13200312	1	7	7	NA
1813200313	18	13200313	1	6	6	long frame in depart
1813200314	18	13200314	1	7	7	NA
1813200315	18	13200315	1	7	7	NA
1813200316	18	13200316	1	6	6	more clear
1813200317	18	13200317	1	6	6	too much trot, frame long
1813200318	18	13200318	1	6	6	circle gets small
1813200319	18	13200319	1	6	6	on forehand  
1813200320	18	13200320	1	6	6	ditto
1813200321	18	13200321	1	7	7	NA
1813200322	18	13200322	2	7	14	NA
1813200323	18	13200323	1	7	7	forehand in turn square halt
1914200301	19	14200301	1	5	5	resting left hind
1914200302	19	14200302	1	5	5	need to show more thrust, against hand and need to cover more ground
1914200303	19	14200303	1	6	6	trot needs to cover more ground
1914200304	19	14200304	2	5	10	straight on right rein, didn't finish
1914200305	19	14200305	1	6	6	need to show more thrust, ride letter to letter, conservative
1914200306	19	14200306	1	6	6	trot needs more power so horse can consistently track up
1914200307	19	14200307	2	6	12	NA
1914200308	19	14200308	2	5	10	need to stretch more down, marginal
1914200309	19	14200309	1	7	7	NA
1914200310	19	14200310	2	7	14	need to stretch more down in free walk, medium walk needs to be established V-K
1914200311	19	14200311	1	7	7	NA
1914200312	19	14200312	1	7	7	NA
1914200313	19	14200313	1	7	7	could show more
1914200314	19	14200314	1	6	6	make transition more clear
1914200315	19	14200315	2	7	14	well balanced
1914200316	19	14200316	1	6	6	transition needs better balance and uphill balance
1914200317	19	14200317	1	6	6	canter needs balance, a little running
1914200318	19	14200318	1	7	7	NA
1914200319	19	14200319	1	5	5	need definition
1914200320	19	14200320	2	5	10	running
1914200321	19	14200321	1	6	6	lost control, rushing, lost rhythm of canter
1914200322	19	14200322	1	6	6	NA
2014200301	20	14200301	1	7	7	slight drifting, fairly obedient
2014200302	20	14200302	1	6	6	some length needs better connection braces neck
2014200303	20	14200303	1	6	6	needs better bend and balance
2014200304	20	14200304	2	6	12	good crossing exsessive neck bend
2014200305	20	14200305	1	7	7	needs better self carriage, needs length
2014200306	20	14200306	1	6	6	loses energy and self carriage
2014200307	20	14200307	2	6	12	needs self carriage drops into reins otherwise obedient
2014200308	20	14200308	2	6	12	conservative stretch
2014200309	20	14200309	1	6	6	needs self carriage in transition
2014200310	20	14200310	2	7	14	needs better stretch
2014200311	20	14200311	1	7	7	NA
2014200312	20	14200312	1	6	6	needs better self carriage 
2014200313	20	14200313	1	6	6	neck shortens, better reach in front
2014200314	20	14200314	1	6	6	on forehand
2014200315	20	14200315	2	7	14	needs slightly better balance
2014200316	20	14200316	1	6	6	falls to trot, slightly hesitant in upward transition
2014200317	20	14200317	1	6	6	needs bend and self carriage
2014200318	20	14200318	1	6	6	energetic  needs better reach
2014200319	20	14200319	1	5	5	needs a clear downward transition
2014200320	20	14200320	2	6	12	still running on forehand
2014200321	20	14200321	1	7	7	needs better balance in canter, fairly smooth transition
2014200322	20	14200322	1	7	7	left of centerline
2104200301	21	04200301	1	7	7	fairly active, some loss of attention
2104200302	21	04200302	1	7	7	some bend, short neck, steady tempo
2104200303	21	04200303	1	6	6	some push, conservative
2104200304	21	04200304	1	7	7	stays balanced could cover more ground
2104200305	21	04200305	1	7	7	ditto
2104200306	21	04200306	1	7	7	against hand but active
2104200307	21	04200307	1	6	6	fairly active, walk needs march
2104200308	21	04200308	2	4	8	clear swing but lacks stretch
2104200309	21	04200309	1	8	8	uphill transition, good energy, watch poll height
2104200310	21	04200310	1	6	6	against hand, bohs lead
2104200311	21	04200311	1	7	7	steps under fairly well
2104200312	21	04200312	1	8	8	better energy
2104200313	21	04200313	1	8	8	against hand but very active
2104200314	21	04200314	2	5	10	minimal stretch
2104200315	21	04200315	1	7	7	regular, balanced
2104200316	21	04200316	1	7	7	some tilt, low poll, good energy until halt
2204200301	22	04200301	1	7	7	fairly straight
2204200302	22	04200302	1	8	8	steady rhythm and stretch
2204200303	22	04200303	1	7	7	slightly above rein
2204200304	22	04200304	1	8	8	nicely balanced
2204200305	22	04200305	1	8	8	stays straight
2204200306	22	04200306	1	7	7	soft transition
2204200307	22	04200307	1	6	6	slight bracing
2204200308	22	04200308	2	7	14	could stretch better down nicely active
2204200309	22	04200309	1	7	7	slight head tilt
2204200310	22	04200310	1	8	8	fluid transition
2204200311	22	04200311	1	8	8	rhythmic and balanced
2204200312	22	04200312	1	8	8	stays straight and fluid
2204200313	22	04200313	1	7	7	head tilt
2204200314	22	04200314	2	7	14	could stretch deeper
2204200315	22	04200315	1	7	7	needs to bend in turns
2204200316	22	04200316	1	6	6	slightly left inattention
2303200301	23	03200301	1	6	6	turned early at C
2303200302	23	03200302	1	6	6	not a direct turn at E awkward and oddly shaped circle
2303200303	23	03200303	1	7	7	better  
2303200304	23	03200304	1	7	7	forward transition  
2303200305	23	03200305	1	7	7	NA
2303200306	23	03200306	1	8	8	NA
2303200307	23	03200307	1	7	7	lovely stride but neck too short
2303200308	23	03200308	2	7	14	lovely stride needs to stretch more
2303200309	23	03200309	1	8	8	good
2303200310	23	03200310	1	7	7	could balance more
2303200311	23	03200311	1	7	7	good stride could balance on hindquarters better
2303200312	23	03200312	1	8	8	NA
2303200313	23	03200313	2	6	12	some stretch but loses line of circle and needs to be more stretch
2303200314	23	03200314	1	7	7	NA
2404200301	24	04200301	1	7	7	NA
2404200302	24	04200302	1	7	7	good energy could have more bend
2404200303	24	04200303	1	7	7	NA
2404200304	24	04200304	1	7	7	NA
2404200305	24	04200305	1	6	6	gets a little fast
2404200306	24	04200306	1	7	7	NA
2404200307	24	04200307	1	7	7	NA
2404200308	24	04200308	2	7	14	lovely stride but needs to stretch neck
2404200309	24	04200309	1	5	5	loop way too deep and overbent in neck
2404200310	24	04200310	1	7	7	could be uphill 
2404200311	24	04200311	1	7	7	NA
2404200312	24	04200312	1	7	7	NA
2404200313	24	04200313	1	7	7	NA
2404200314	24	04200314	2	5	10	not really stretching over bent left and loses line of circle
2404200315	24	04200315	1	7	7	NA
2404200316	24	04200316	1	6	6	unbalanced
2503200301	25	03200301	1	6	6	resisting in halt
2503200302	25	03200302	1	7	7	NA
2503200303	25	03200303	1	7	7	NA
2503200304	25	03200304	1	7	7	NA
2503200305	25	03200305	1	7	7	NA
2503200306	25	03200306	1	8	8	NA
2503200307	25	03200307	1	7	7	NA
2503200308	25	03200308	2	7	14	NA
2503200309	25	03200309	1	8	8	NA
2503200310	25	03200310	1	7	7	NA
2503200311	25	03200311	1	7	7	more inside bend
2503200312	25	03200312	1	6	6	lost rhythm
2503200313	25	03200313	2	6	12	could reach down more
2503200314	25	03200314	1	6	6	lost balance and attention in halt
2604200301	26	04200301	1	8	8	NA
2604200302	26	04200302	1	7	7	NA
2604200303	26	04200303	1	7	7	a bit hollow
2604200304	26	04200304	1	8	8	NA
2604200305	26	04200305	1	7	7	should stay forward to bit
2604200306	26	04200306	1	6	6	underneck braced
2604200307	26	04200307	1	6	6	same
2604200308	26	04200308	2	5	10	not correctly ridden see rulebook
2604200309	26	04200309	1	6	6	head up in transition head moves when hands post
2604200310	26	04200310	1	7	7	NA
2604200311	26	04200311	1	8	8	NA
2604200312	26	04200312	1	7	7	NA
2604200313	26	04200313	1	7	7	NA
2604200314	26	04200314	2	8	16	NA
2604200315	26	04200315	1	7	7	wagging nose but good energy
2604200316	26	04200316	1	7	7	NA
2703200301	27	03200301	1	7	7	needs straight after X balanced halt
2703200302	27	03200302	1	8	8	good energy balance needs steady contact
2703200303	27	03200303	1	8	8	NA
2703200304	27	03200304	1	7	7	NA
2703200305	27	03200305	1	7	7	behind vertical at times
2703200306	27	03200306	1	7	7	NA
2703200307	27	03200307	1	7	7	behind vertical  
2703200308	27	03200308	2	8	16	NA
2703200309	27	03200309	1	7	7	NA
2703200310	27	03200310	1	6	6	tension
2703200311	27	03200311	1	6	6	needs more balance almost counter flexed
2703200312	27	03200312	1	7	7	needs balance to trot
2703200313	27	03200313	2	4	8	behind vertical none shown
2703200314	27	03200314	1	8	8	NA
2803200301	28	03200301	1	8	8	lively fairly straight
2803200302	28	03200302	1	7	7	good energy needs more lateral looseness
2803200303	28	03200303	1	8	8	better bend this circle
2803200304	28	03200304	1	4	4	above bit wrong lead
2803200305	28	03200305	1	6	6	needs better bend
2803200306	28	03200306	1	7	7	smooth but slightly on forehand
2803200307	28	03200307	1	7	7	retracts slightly in transition otherwise good
2803200308	28	03200308	2	8	16	good stride fairly good stretch
2803200309	28	03200309	1	7	7	NA
2803200310	28	03200310	1	6	6	slight counterflexed
2803200311	28	03200311	1	5	5	some falling inward
2803200312	28	03200312	1	7	7	needs slightly better balance in transition good on diagonal
2803200313	28	03200313	2	5	10	conservative stretch only in second half
2803200314	28	03200314	1	7	7	needs better connection in transition
2904200301	29	04200301	1	8	8	active, straight entry
2904200302	29	04200302	1	7	7	needs to stretch to bit and bend
2904200303	29	04200303	1	6	6	a bit tense
2904200304	29	04200304	1	6	6	rider sits left horse needs balance
2904200305	29	04200305	1	6	6	tight in back
2904200306	29	04200306	1	6	6	transition needs prep
2904200307	29	04200307	1	7	7	show smoother transitions good walk
2904200308	29	04200308	2	7	14	good stride stretch topline more
2904200309	29	04200309	1	8	8	supple
2904200310	29	04200310	1	8	8	willing
2904200311	29	04200311	1	7	7	needs balance and bend
2904200312	29	04200312	1	7	7	NA
2904200313	29	04200313	1	7	7	transition needs balance
2904200314	29	04200314	2	4	8	needs deeper stretch and better balance, cantered
2904200315	29	04200315	1	7	7	needs to stay balanced
2904200316	29	04200316	1	6	6	halt needs straightness
3003200301	30	03200301	1	7	7	straight square
3003200302	30	03200302	1	5	5	[] at H then head wag
3003200303	30	03200303	1	6	6	sometimes tight in back
3003200304	30	03200304	1	6	6	slightly hollow
3003200305	30	03200305	1	7	7	needs better balance
3003200306	30	03200306	1	4	4	broke at V resistant to downward transition
3003200307	30	03200307	1	6	6	above bit walk correct
3003200308	30	03200308	2	7	14	somewhat lazy
3003200309	30	03200309	1	5	5	fussing with reins rhythm problems
3003200310	30	03200310	1	5	5	loss of communication
3003200311	30	03200311	1	6	6	circle not 20m reins gap
3003200312	30	03200312	1	7	7	balance and good energy rider fusses with reins
3003200313	30	03200313	2	7	14	rider dropping reins good stretch and tempo
3003200314	30	03200314	1	7	7	overshot centerline square halt salute quick
3103200301	31	03200301	1	6	6	straight centerline square keep slightly rounder but spooky didn't get to C
3103200302	31	03200302	1	5	5	not on rail after C almost canter strides don't forget those half halts
3103200303	31	03200303	1	7	7	better rhythm fairly supple
3103200304	31	03200304	1	7	7	bit playful but uphill
3103200305	31	03200305	1	7	7	active
3103200306	31	03200306	1	7	7	fell into transition a little
3103200307	31	03200307	1	7	7	try to be more forward at A walk active
3103200308	31	03200308	2	7	14	relaxed keep stretch down longer
3103200309	31	03200309	1	8	8	active, relaxed
3103200310	31	03200310	1	7	7	NA
3103200311	31	03200311	1	7	7	keep poll up nice active jump ride shoulder fore on the rail
3103200312	31	03200312	1	6	6	transition on forehand poll too low needs bend in corners
3103200313	31	03200313	2	6	12	needs consistent stretch down reins too loose
3103200314	31	03200314	1	7	7	very straight centerline square on bit
3204200301	32	04200301	1	7	7	straight centerline  
3204200302	32	04200302	1	7	7	balanced
3204200303	32	04200303	1	5	5	needs definition and uphill without playful schenanigans
3204200304	32	04200304	1	7	7	very balanced 
3204200305	32	04200305	1	6	6	why are you pulling head so much to right? unbalanced horse
3204200306	32	04200306	1	7	7	smooth  
3204200307	32	04200307	1	6	6	needs energy
3204200308	32	04200308	2	6	12	lovely swing in back lost stretch after x go medium
3204200309	32	04200309	1	6	6	some tilting try to quiet hands
3204200310	32	04200310	1	7	7	bit playful but obedient
3204200311	32	04200311	1	7	7	began to lose impulsion rider corrected
3204200312	32	04200312	1	6	6	transition a bit late
3204200313	32	04200313	1	6	6	NA
3204200314	32	04200314	2	6	12	needs consistent stretch down  
3204200315	32	04200315	1	6	6	slight tilt small hitch behind
3204200316	32	04200316	1	6	6	tilting a bit in turn balanced
3311200301	33	11200301	1	6	6	fairly straight centerline try to keep attention at X prompt bit spooky
3311200302	33	11200302	1	7	7	good energy keep hands quieter
3311200303	33	11200303	1	7	7	use inside leg better on half turn don't lean in wonderful forward trot
3311200304	33	11200304	1	5	5	some irregular steps
3311200305	33	11200305	2	7	14	sit square in saddle wonderful trot needs more supple bending
3311200306	33	11200306	1	7	7	active
3311200307	33	11200307	2	7	14	good energy overstride keep stretch M-E fairly acive lovely frame at end
3311200308	33	11200308	1	8	8	uphill steady
3311200309	33	11200309	1	7	7	slightly on inside shoulder active canter
3311200310	33	11200310	1	8	8	very smooth with active trot
3311200311	33	11200311	1	7	7	NA
3311200312	33	11200312	1	7	7	slightly on inside shoulder don't lean in keep outside rein better
3311200313	33	11200313	1	8	8	smooth F to K lovely frame
3311200314	33	11200314	1	5	5	irregular steps
3311200315	33	11200315	2	6	12	bit fast too much on inside rein
3311200316	33	11200316	1	6	6	losing rhythm bit fast not balanced in halt
3404200301	34	04200301	1	7	7	almost straight little high in bridle
3404200302	34	04200302	1	5	5	bend right left right
3404200303	34	04200303	1	8	8	NA
3404200304	34	04200304	1	8	8	good balance
3404200305	34	04200305	1	8	8	nice canter
3404200306	34	04200306	1	8	8	smooth
3404200307	34	04200307	1	8	8	smooth
3404200308	34	04200308	2	8	16	good walk and energy
3404200309	34	04200309	1	5	5	good in bridle but must show bend
3404200310	34	04200310	1	8	8	NA
3404200311	34	04200311	1	8	8	ncie canter well balanced
3404200312	34	04200312	1	8	8	straight
3404200313	34	04200313	1	7	7	fairly smooth
3404200314	34	04200314	2	5	10	should take out more rein and lower head
3404200315	34	04200315	1	8	8	nice trot good energy
3404200316	34	04200316	1	7	7	almost straight little high in bridle
